,company_name,company_type,company_subtype
1891,"SIGNOS XXII, S.A.",B2BC,Contractor
1892,Delta Portfolio Holdings Limited,B2BC,Residential/Commercial
1893,A. VILLARREAL CONTRACTOR,B2BC,Contractor
1894,FUNDACION IGLESIA EL TABERNACULO DE JEHOVA,B2BC,Residential/Commercial
1895,AMCAP CAPITAL AVV,B2BC,Financial Services
1896,DIAMTECH INTERNATIONAL A.V.V.,B2B,Wholesale  Dealer
1897,TAMARINDO A.V.V.,B2BC,Food
1898,EUPHORIA VIP NIGHTCLUB,B2C,Liquor Establishment
1899,RED GLOVE CORP. A.V.V.,B2BC,Dealer
1900,MERCEDES SNACK 2,B2BC,Food
1901,EPICENTRO- LAUNDRY,B2BC,Dealer
1902,TOWER STONE LIMITED,B2BC,Contractor
1903,GLOBALCAPITAL INVESTMENT CORPORATION,B2BC,Financial Services
1904,ESPHERA LTD.,B2BC,Residential/Commercial
1905,P76 INVESTMENTS INC.,B2BC,Residential/Commercial
1906,REKIS INTERNATIONAL CORP.,B2B,Wholesale  Dealer
1907,Mantlecell Inc.,B2B,Wholesale  Dealer
1908,Proyectos e Inversiones San Carlos Corp.,B2BC,Dealer
1909,PAYOLOGIC LIMITED,B2BC,Computer Services
1910,Boldia Holdings S.A.,B2BC,Contractor
1911,"INTERNATIONAL CONSULTING ATTORNEYS, LTD.",B2BC,Referral Services
1912,SERRA GLOBAL ASSETS S.A.,B2BC,Financial Services
1913,SAV CONSULTANTS LIMITED,B2BC,Contractor
1914,CORPORACION LAS DOS TORRES LTD.,B2BC,Residential/Commercial
1915,INGELSA LTD.,B2BC,Dealer
1916,GLENROCK CAPITAL LTD.,B2BC,Financial Services
1917,JDK Technology Investment Corp.,B2BC,Computer Services
1918,Synergy Invest Corp.,B2BC,Financial Services
1919,VR Estate Projects Ltd.,B2BC,Contractor
1920,ARUBA MERCHANTS AND RETAILERS N.V.,B2BC,Dealer
1921,PINOLAN CORP.,B2BC,Food
1922,ALPENA TRADING LTD.,B2BC,Food
1923,WILMAR HOLDINGS CORP.,B2BC,Residential/Commercial
1924,CORALENA INC.,B2BC,Dealer
1925,Jawhara for General Trading Limited,B2B,Wholesale  Dealer
1926,MONTANA INTERAMERICA CORPORATION,B2B,Wholesale  Dealer
1927,West Tech Panama S.A.,B2B,Wholesale  Dealer
1928,TROPICAL SEA EQUITIES CORP.,B2B,Wholesale  Dealer
1929,CLOVER GROUP HOLDINGS CORP.,B2BC,Residential/Commercial
1930,ECORAL DEVELOPMENT INC.,B2BC,Contractor
1931,ZANICE TRADING INC.,B2B,Wholesale  Dealer
1932,Ecopetrol Transportation Investments Ltd.,B2BC,Residential/Commercial
1933,EMERGENCY RESPONSE BRIGADE ARUBA FOUNDATION,PUB,Community Association
1934,KAFFAS ARUBA N.V.,B2BC,Food
1935,THE WOLF IMAGE & PRODUCTION,B2BC,Studio
1936,HAYLER CORPORATION AVV,B2BC,Dealer
1937,POS CHIQUITO RUMSHOP,B2BC,Food
1938,VANEJO CONTRACTORS GENERAL SERVICES,B2BC,Contractor
1939,CARABELLA INVESTMENTS A.V.V.,B2BC,Residential/Commercial
1940,DE KLEINE KABOUTERS KINDERDAGVERBLIJF,B2BC,Food
1941,EAGLE EYE INVESTMENTS CORP.,B2BC,Residential/Commercial
1942,"NEW ALLIANCE GLOBAL STRATEGY, SCC",B2BC,Referral Services
1943,LAKEVIEW ADVISORS CORP.,B2BC,Financial Services
1944,OXALIA MANAGEMENT INC.,B2BC,Contractor
1945,ODH CORPORATE SERVICES LIMITED,B2BC,Financial Services
1946,MOONCREST OVERSEAS S.A.,B2BC,Referral Services
1947,Haneside Limited,B2BC,Food
1948,KERATINA BEAUTY SALON & SPA CONSULTANCY,B2C,Health and Beauty
1949,BLOSSOM TRADING LIMITED,B2B,Wholesale  Dealer
1950,GELTON HOLDINGS INC.,B2BC,Residential/Commercial
1951,SAFRAN INC.,B2BC,Contractor
1952,HAMPTON CONSULTING S.A.,B2BC,Referral Services
1953,Baltic Sea Holdings Ltd.,B2BC,Residential/Commercial
1954,Troydarian Investments Inc,B2BC,Residential/Commercial
1955,Rical Investments Corporation,B2BC,Residential/Commercial
1956,SHOE CLINIC REPAIR,B2BC,Repair/ Service/Maintenance
1957,SHOE CLINIC REPAIR 2,B2BC,Repair/ Service/Maintenance
1958,TP TECNOPETROL AVV,B2BC,Contractor
1959,AMOR INVESTMENT GROUP LTD.,B2BC,Residential/Commercial
1960,Prosperity Global Venture Inc.,B2BC,Financial Services
1961,GREENTUNE INVESTMENTS LIMITED,B2BC,Residential/Commercial
1962,GREENTUNE INVESTMENTS LIMITED,B2BC,Residential/Commercial
1963,Five Stars Group Trust,B2BC,Residential/Commercial
1964,"XCLUSIVE FLOWERS, S.A.",B2BC,Dealer
1965,T 14 S.A.,B2BC,Electrical Contractor
1966,Filmations and Productions Corporation,B2BC,Studio
1967,RIVELINO LTD,B2BC,Dealer
1968,Golden Sky Services Ltd.,B2BC,Contractor
1969,SERVICIO INAVI,B2BC,Contractor
1970,KAMUCHA SERVICIO GENERAL DI CONSTRUCTION Y LIMPIESA,B2BC,Contractor
1971,TOPA - MAN,B2BC,Food
1972,J-P MAINTENANCE ARUBA,B2B,Janitorial Services
1973,J & T FULL SERVICES N.V.,B2B,Janitorial Services
1974,HAFRAN MULTIPLE SERVICES ARUBA VBA,B2BC,Contractor
1975,BLUE MOUNTAIN ONE CORP.,B2BC,Dealer
1976,ALBORG SHIPPING COMPANY LIMITED,B2BC,Moving/Transfer Service
1977,SEVERN SHIPPING COMPANY LIMITED,B2BC,Moving/Transfer Service
1978,AVON SHIPPING COMPANY LIMITED,B2BC,Moving/Transfer Service
1979,LURIC MARITIME CO LTD,B2BC,Contractor
1980,ARMIN STAR SHIPPING CO LTD,B2BC,Moving/Transfer Service
1981,RILOS MARITIME CO LTD,B2B,Wholesale  Dealer
1982,KAPPARA SHIPPING CO LTD,B2BC,Moving/Transfer Service
1983,APPLE SHIPPING LIMITED,B2BC,Moving/Transfer Service
1984,NORTH SEA COMPANY LIMITED,B2BC,Contractor
1985,ESPAY INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
1986,CRINBOW INTERNATIONAL LTD.,B2B,Wholesale  Dealer
1987,MEREDITH ENTERPRISES GROUP CORP.,B2BC,Contractor
1988,ORONTEA S.A.,B2BC,Dealer
1989,CABLIZE INTERNATIONAL LTD.,B2B,Wholesale  Dealer
1990,Greenland Property Limited,B2BC,Residential/Commercial
1991,MAGNOLIA FIELDS CORP.,B2BC,Residential/Commercial
1992,TENAX CAPITAL CORP.,B2BC,Financial Services
1993,MADEIRA SERVICES LTD.,B2C,Personal Services
1994,JAVELINE ENTERPRISES LTD.,B2BC,Contractor
1995,BATON ROUGE HOLDINGS LTD.,B2BC,Residential/Commercial
1996,FARRINGTON HOLDINGS FINANCE INC.,B2BC,Financial Services
1997,VITERBO VENTURES S.A.,B2BC,Contractor
1998,ZINDER FINANCE S.A.,B2BC,Financial Services
1999,"IMG Enterprises, Ltd",B2BC,Contractor
2000,Med International Group LLC,B2B,Wholesale  Dealer
2001,BAYWOOD SERVICES INC.,B2BC,Contractor
2002,R. J. ENTERPRISES LTD.,B2BC,Contractor
2003,DURBAN INTERNATIONAL SERVICES S.A.,B2BC,Referral Services
2004,VELMA GROUP FOUNDATION,PUB,Community Association
2005,Crocus Solutions Inc.,B2BC,Computer Services
2006,Nutec Global Ltd.,B2BC,Food
2007,Yanbal Limited,B2BC,Contractor
2008,PANA COSMETICO Y ACCESORIOS GENESIS,B2C,Health and Beauty
2009,FUNDACION MI CAS BIEU,PUB,Community Association
2010,BELT-ARENDS Y ASSOCIADOS,B2BC,Entertainment Services
2011,AZ FINANCE A.V.V.,B2BC,Financial Services
2012,BUENO'S INTERNATIONAL BUSINESS N.V.,B2BC,Financial Services
2013,IGLESIA MARANATHA,B2BC,Food
2014,FUNDACION CENTRO HUBENIL AMI POR,PUB,Community Association
2015,GLADY'S BEAUTY CENTER & INSTITUTE,B2C,Health and Beauty
2016,MAMA COUCH STUDIO/AGENCY,B2BC,Studio
2017,ZETA INVEST & TRADE LIMITED,B2BC,Financial Services
2018,INERTIA LIMITED,B2BC,Dealer
2019,Iberobet Limited,B2BC,Dealer
2020,ORACLE HOLDINGS LIMITED,B2BC,Residential/Commercial
2021,ORBITAL CONSULTANCY AND TRADING LIMITED,B2BC,Referral Services
2022,The Corrientes Sustainable Development STAR Trust,PUB,Community Association
2023,GREEN SIGNAL LIMITED,B2BC,Electrical Contractor
2024,EFFECTIVE GUIDE LIMITED,B2BC,Instruction
2025,Monitor Oil PLC**INCOMPLETE**,B2BC,Contractor
2026,"Offshore, Design & Contracting Ltd. ** INCOMPLETE **",B2BC,Contractor
2027,UNIMED PHARMACEUTICALS LIMITED,B2C,Health and Beauty
2028,AVANTI HOLDING LIMITED,B2BC,Residential/Commercial
2029,FINANCIERE MIA MIA LIMITED,B2BC,Financial Services
2030,AVANTI OPERATIONS LIMITED,B2BC,Contractor
2031,Millennium Microtech Holding Corporation,B2B,Wholesale  Dealer
2032,Interpacific International Limited,B2BC,Referral Services
2033,"CapVest Partners, L.P.",B2BC,Financial Services
2034,"CapVest Special Partners, L.P.",B2BC,Financial Services
2035,CARIBBEAN PEST SOLUTIONS (EXTERMINATORS),B2C,Personal Services
2036,NORD ATLANTIC S.A.,B2B,Wholesale  Dealer
2037,COTRANS COMMERCIAL S.A.,B2BC,Food
2038,HARA CONSULTING AND FINANCIAL TECHNOLOGIES LLC,B2BC,Financial Services
2039,IT Engineering Corporation,B2BC,Computer Services
2040,"ANCEI, S.A.",B2BC,Dealer
2041,LUCAMO CONSTRUCTION,B2BC,Contractor
2042,CARMEN E SEGURA,B2BC,Food
2043,SEGURA/MEJIA-CONSTRUCTION,B2BC,Contractor
2044,GERMIN KAPSALON UNISEX,B2C,Health and Beauty
2045,ARIANI BEAUTY SALON,B2C,Health and Beauty
2046,KRISANTE OVERSEAS LIMITED,B2BC,Referral Services
2047,DELTAVILLE LTD.,B2BC,Contractor
2048,LANDER LTD,B2BC,Contractor
2049,VENUS ASSOCIATES INC.,B2BC,Financial Services
2050,"BRISAS DEL NORTE, S. A. (BRINSA)",B2BC,Food
2051,WILLOWMEAD HOLDINGS S.A.,B2BC,Contractor
2052,KIRKWOOD INTERNATIONAL S.A.,B2BC,Referral Services
2053,Ortopédica Europea Corp.,B2BC,Dealer
2054,CRAYFORD INTERNATIONAL INC.,B2B,Wholesale  Dealer
2055,"PACKAGING PRODUCTS OVERSEAS CO., INC.",B2B,Wholesale  Dealer
2056,NAVIRA TRADING LIMITED,B2B,Wholesale  Dealer
2057,BIANCOXSA INC.,B2BC,Dealer
2058,TORLAYNE ESTATES INC.,B2BC,Residential/Commercial
2059,LEAD SUPREME HOLDINGS LIMITED,B2BC,Contractor
2060,PAVC PROPERTIES INC.,B2BC,Residential/Commercial
2061,FALCON ENERGY LTD.,B2BC,Electrical Contractor
2062,FALCON PROPERTY DEVELOPMENT LTD.,B2BC,Contractor
2063,Eltham Worldwide Limited,B2B,Wholesale  Dealer
2064,"NORWAY, INC.",B2B,Wholesale  Dealer
2065,EHC Ltd.,B2BC,Contractor
2066,SARMIENTO CONSTRUCTION,B2BC,Contractor
2067,SARMIENTO CONSTRUCTION,B2BC,Contractor
2068,NEW SNACK RANCH,B2BC,Food
2069,FUNDACION LICOFA,PUB,Community Association
2070,THE NEW MESON COLOMBIANO,B2BC,Food
2071,COMERCIAL LIGIA,B2BC,Dealer
2072,INVERSIONES YOGURT MANIA V.B.A.,B2BC,Food
2073,"VERENIGING CARIBE ORGANIZADO CONTRA LA OBESIDAD INTERNATIONAL (""COCO INTERNATIOL",B2BC,Entertainment Services
2074,CARIB WORLDWIDE LIMITED,B2B,Wholesale  Dealer
2075,CDC CAPITAL CORP.,B2BC,Financial Services
2076,PAELLA & WINE FOOD IMPORTS INC.,B2BC,Food
2077,AGUAR CORPORATION,B2BC,Food
2078,MIRAK LTD.,B2BC,Contractor
2079,KWATEE LTD.,B2BC,Food
2080,MIRAK HOLDING LTD,B2BC,Residential/Commercial
2081,SAREPTA SECURITIES LTD,B2BC,Financial Services
2082,SAREPTA HOLDING LTD,B2BC,Residential/Commercial
2083,CITIES ENTERTAINMENT LIMITED,B2BC,Entertainment Services
2084,ENVIRONMENTAL STUDIES CORP.,B2C,Personal Services
2085,LINGATE INVESTMENTS LIMITED,B2BC,Residential/Commercial
2086,TREVIN OVERSEAS LIMITED,B2B,Wholesale  Dealer
2087,"MADRID PROJECT HOLDING, LTD.",B2BC,Contractor
2088,"GUAYANA PROJECT HOLDING, LTD.",B2BC,Contractor
2089,"JALISCO PROJECT HOLDING, LTD.",B2BC,Contractor
2090,GOLD 26 INVESTMENT GROUP LTD.,B2BC,Residential/Commercial
2091,OLIVAY HOLDING S.A.,B2BC,Contractor
2092,PRIMFOUR INC.,B2BC,Dealer
2093,BAYLOR ENTERPRISES LLC,B2BC,Residential/Commercial
2094,TEAM BIRD MANAGEMENT LIMITED,B2BC,Contractor
2095,Preystone Ltd.,B2BC,Contractor
2096,TOTAL DOLPHIN MIDSTREAM LTD.,B2BC,Dealer
2097,TOTAL E & P DOLPHIN UPSTREAM LTD.,B2BC,Dealer
2098,TOTAL HOLDING DOLPHIN AMONT LTD.,B2BC,Dealer
2099,Total E & P Dolphin Limited,B2BC,Dealer
2100,MACADA ENERGY A.V.V.,B2BC,Dealer
2101,TD TOUCHDOWN F&B N.V.,B2BC,Dealer
2102,CIRCUIT DEPOT FREE ZONE N.V.,B2BC,Dealer
2103,MARGRIET HANDPOWER & CONSULTANCY,B2C,Health and Beauty
2104,MARGRIET CONSULTANCY,B2BC,Computer Services
2105,HYDRA LTD,B2BC,Dealer
2106,ILYD SERVICES CO. LTD.,B2BC,Contractor
2107,EXCEL PRIME HOLDINGS LTD.,B2BC,Residential/Commercial
2108,WILKINS GLOBAL INCORPORATED,B2BC,Computer Services
2109,PECURIA S.A.,B2BC,Dealer
2110,Providence Wealth International Limited,B2BC,Financial Services
2111,Providence Fixed Income Fund SPC,B2BC,Financial Services
2112,Providence Management Holdings Ltd.,B2BC,Residential/Commercial
2113,ConvergEx Global Markets Limited,B2BC,Financial Services
2114,FRIZZ CORPORATION A.V.V.,B2BC,Dealer
2115,YANARICO GENERAL CONTRACTOR,B2BC,Contractor
2116,"SHEKINAH  PROMOTIONS, ADVERTISING AND EVENTS",B2BC,Entertainment Services
2117,STICHTING CUNUCO DE DIOS,B2BC,Food
2118,CHERRY POP ACCESSORIES AND GIFTS,B2BC,Dealer
2119,H&J ARGO CORPORATION VBA,B2BC,Financial Services
2120,ATALIER JUVENTUS,B2BC,Dealer
2121,CRISTINA MAINTENANCE HOUSE,B2B,Janitorial Services
2122,TOPLIGHT CORP N.V.,B2BC,Dealer
2123,ZIEVINGER BOUTIQUE,B2BC,Dealer
2124,MEZI CONVENIENCE STORE,B2BC,Food
2125,MEDINA REAL ESTATE,B2BC,Real Estate Dealer
2126,MEZI MINI MARKET,B2BC,Food
2127,TURPI TRAVELS,B2BC,Travel Agent
2128,ATALI,B2BC,Food
2129,ASOCIACION AMIGOS DE COLOMBIA,PUB,Community Association
2130,3PL HOLDER INC,B2BC,Dealer
2131,THIRTY FITNESS INVESTMENTS LTD.,B2BC,Residential/Commercial
2132,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",B2BC,Entertainment Services
2133,ORDONEZ DESIGN-CONSTRUCTION LIMITED,B2BC,Contractor
2134,4PL HOLDING INC.,B2BC,Residential/Commercial
2135,INTERNATIONAL PILEDRIVER LTD.,B2BC,Contractor
2136,GEMINIS HOLDINGS LTD.,B2BC,Residential/Commercial
2137,WEST SUNNY PROPERTIES LTD,B2BC,Residential/Commercial
2138,Tinguara Advisory Limited,B2BC,Financial Services
2139,MFMT & SONS LIMITED,B2BC,Contractor
2140,OVIEDO HOLDINGS LIMITED,B2BC,Residential/Commercial
2141,APOLLO RIVER SERVICES LIMITED,B2BC,Contractor
2142,TAYRONA CAPITAL GROUP LTD,B2BC,Financial Services
2143,MAZARON HOLDINGS LIMITED,B2BC,Residential/Commercial
2144,NAVI INTERNATIONAL HOLDING S.A.,B2B,Wholesale  Dealer
2145,"MARKETS VALUES & ASSET, CORP. (MAVASSET)",B2BC,Financial Services
2146,"CARSSI TIRES, LLC",B2BC,Auto
2147,ZZZ-INSINC CORP.,B2BC,Dealer
2148,MAS CONSTRUCCION GENERAL,B2BC,Entertainment Services
2149,SPEEDY SHOES REPAIR,B2BC,Repair/ Service/Maintenance
2150,EL AREPAZO,B2BC,Food
2151,IDEAS FLOWERSHOP & DECORATION,B2BC,Dealer
2152,FANTASIA FLOWER BY OSCAR,B2BC,Dealer
2153,FANTASIA FLOWER BY OSCAR N.V.,B2BC,Dealer
2154,MAGIC FLOWERS & EVENTS,B2BC,Entertainment Services
2155,"GRAINFIELD HOLDINGS, INC.",B2BC,Residential/Commercial
2156,DARBY CONSULTANTS S.A.,B2BC,Contractor
2157,Nuberu Marine Malta Limited,B2B,Wholesale  Dealer
2158,LONGAIN INTERNATIONAL S.A.,B2B,Wholesale  Dealer
2159,CANOPY GROUP LIMITED,B2BC,Contractor
2160,ELLISTON CONSULTANTS EQUITIES S.A.,B2BC,Employment Agency
2161,TALWAY DEVELOPMENT S.A.,B2BC,Contractor
2162,KALULA INC,B2BC,Food
2163,CANALY TRADING INTERNATIONAL GROUP INC.,B2B,Wholesale  Dealer
2164,SERREL PROPERTIES INC.,B2BC,Residential/Commercial
2165,ANABI INVESTMENT INC.,B2BC,Residential/Commercial
2166,MENKAR INTERNATIONAL LTD.,B2B,Wholesale  Dealer
2167,RONNEA GROUP S.A.,B2BC,Contractor
2168,GINGER LOTUS INC.,B2BC,Dealer
2169,AUXERRE BUSINESS LTD.,B2BC,Contractor
2170,TAMARRON INTERNATIONAL LIMITED,B2B,Wholesale  Dealer
2171,BASIC LEAD LIMITED,B2B,Wholesale  Dealer
2172,BASIC LEAD LIMITED,B2B,Wholesale  Dealer
2173,Comissão do Coimbra Ltd.,B2BC,Food
2174,Ivestimento do ponta Ltd.,B2BC,Food
2175,MELANY HOLDING CORP.,B2BC,Residential/Commercial
2176,Arlwoods Incorporated,B2BC,Residential/Commercial
2177,UNITED INVESTMENTS GLOBAL CORPORATION,B2BC,Residential/Commercial
2178,RENGATE INVESTMENTS S.A.,B2BC,Residential/Commercial
2179,ELSEY COMMERCE INC.,B2B,Wholesale  Dealer
2180,LATAM IP HOLDING CORP.,B2BC,Residential/Commercial
2181,"CORPORACION ELEGANTE, S.A.",B2BC,Dealer
2182,Paige Invest & Trade Corporation,B2BC,Financial Services
2183,HILLBARO MANAGEMENT LTD.,B2BC,Contractor
2184,UNILINE SERVICES INC.,B2BC,Contractor
2185,Dortman Management Ltd.,B2BC,Residential/Commercial
2186,OLSEN RESOURCES INC.,B2B,Wholesale  Dealer
2187,"PACIFIC TRANS DIVISION LTD


PACIFIC TRANS DIVISION LTD",B2BC,Moving/Transfer Service
2188,MALTEX MULTICAPITAL CORP.,B2C,Health and Beauty
2189,SELTERBERG INC.,B2BC,Contractor
2190,SWISSPORT SYSTEMS INC.,B2BC,Computer Services
2191,SHEPARD ALLIANCE LTD,B2BC,Contractor
2192,RONFORD SOLUTIONS LTD.,B2BC,Contractor
2193,Brenstar Limited,B2BC,Contractor
2194,STARLINE UNITED CORP.,B2BC,Dealer
2195,VECTOR EUROPEX INC.,B2BC,Computer Services
2196,ECODELL SECURITIES CORP.,B2BC,Financial Services
2197,PYXUS-2006 LTD.,B2BC,Dealer
2198,NED Electronics Ltd.,B2BC,Dealer
2199,QUINTO PROJECTS INC.,B2BC,Contractor
2200,REYSTAR COMMERCE CORP.,B2B,Wholesale  Dealer
2201,SIMON UNITED CORP.,B2BC,Contractor
2202,TIMEX INTERSALES INC.,B2BC,Moving/Transfer Service
2203,PALSON INTERSALES INC.,B2BC,Moving/Transfer Service
2204,WILKINSON AGENCIES INC.,B2B,Wholesale  Dealer
2205,ZEMBERG EUROPE CORP.,B2B,Wholesale  Dealer
2206,Fortrade Overseas Ltd.,B2BC,Referral Services
2207,Dostech Corporation,B2BC,Computer Services
2208,RUCEA LTD.,B2BC,Residential/Commercial
2209,PAXON RESOURCES INC.,B2B,Wholesale  Dealer
2210,STOKMAN PARKER INC.,B2BC,Dealer
2211,VISTEX UNION INC.,B2B,Wholesale  Dealer
2212,WINDSOR EUROPE TRADE INC.,B2B,Wholesale  Dealer
2213,SHT Logistics Corporation,B2C,Personal Services
2214,"Alhambra International Holdings, Ltd.",B2BC,Residential/Commercial
2215,"Biscayne International Group, Ltd.",B2B,Wholesale  Dealer
2216,Fluor-Habboush International Limited,B2B,Wholesale  Dealer
2217,CV Farmco Ltd.,B2B,Wholesale  Dealer
2218,Globeleq Tanzania Limited,B2B,Wholesale  Dealer
2219,Globeleq Holdings (GECA) Limited,B2B,Wholesale  Dealer
2220,IC Power Holdings (Kallpa) Limited,B2BC,Electrical Contractor
2221,Sud Energie Limited,B2BC,Electrical Contractor
2222,Globeleq Holdings (Panama Greenfield) Limited,B2B,Wholesale  Dealer
2223,EEC Holdings Ltd.,B2BC,Residential/Commercial
2224,Globeleq Holdings (Azito) Limited,B2B,Wholesale  Dealer
2225,Inkia Holdings (Cobee) Limited,B2BC,Contractor
2226,IC Power Holdings (CEPP) Limited,B2BC,Electrical Contractor
2227,Globeleq Holdings (San Pedro) Limited,B2BC,Dealer
2228,AEI (PQP) Holdings Ltd.,B2BC,Residential/Commercial
2229,Umeme Holdings Limited,B2BC,Residential/Commercial
2230,Globeleq Holdings (Tsavo) Limited,B2B,Wholesale  Dealer
2231,Globeleq Generation Holdings Limited,B2B,Wholesale  Dealer
2232,Inkia Americas Holdings Limited,B2B,Wholesale  Dealer
2233,Inkia Americas Limited,B2B,Wholesale  Dealer
2234,Globeleq International Limited,B2B,Wholesale  Dealer
2235,EMPRESA ENERGETICA CORINTO LTD.,B2BC,Dealer
2236,ABDEN CONSTRUCTION & SERVICES,B2BC,Contractor
2237,ABDEN CONTRACTORS,B2BC,Contractor
2238,HERBCAT CONSTRUCTION,B2BC,Contractor
2239,HERBCAT INDUSTRIAL N.V.,B2BC,Dealer
2240,HERBCAT APARTMENTS,B2BC,Residential/Commercial
2241,HERBCAT IMPORT & EXPORT,B2B,Wholesale  Dealer
2242,HI BRIGHT GENERAL CONSTRUCTION,B2BC,Contractor
2243,COENCO CONTRACTORS ENGINEERINGS & CONSULTANTS N.V.,B2BC,Contractor
2244,LIMAS INTERNATIONAL,B2B,Wholesale  Dealer
2245,SAXOMEC VBA,B2BC,Dealer
2246,B.C.A. CONSTRUCTION & MORE,B2BC,Contractor
2247,GHINGA SEAFOOD & SUSHI BAR N.V.,B2BC,Food
2248,PIERPONT ENTERPRISES AVV,B2BC,Contractor
2249,LEWIS ELECTRICAL SERVICE,B2BC,Electrical Contractor
2250,LEWIS ELECTRICAL SERVICES,B2BC,Electrical Contractor
2251,ENRIQUE ELECTRICAL SERVICES,B2BC,Electrical Contractor
2252,GRENCO ARUBA V.B.A.,B2BC,Dealer
2253,RAMBEL ENTERPRISES N.V.,B2BC,Contractor
2254,FUNDACION RAPAC,PUB,Community Association
2255,GLOBAL PROTECTION REINSURANCE LTD.,B2BC,Financial Services
2256,TRANSCONTINENTAL CONSTRUCTION SUPPLY INC.,B2B,Wholesale  Dealer
2257,DOGB INTERNATIONAL HOLDINGS LIMITED,B2B,Wholesale  Dealer
2258,CEXA CORP.,B2B,Wholesale  Dealer
2259,NOVAL OVERSEAS LTD.,B2BC,Referral Services
2260,NOVAL OVERSEAS LTD.,B2BC,Referral Services
2261,MANBOLD FINANCE LIMITED,B2BC,Financial Services
2262,STANTON TRADING LIMITED,B2B,Wholesale  Dealer
2263,ARAZEN INVESTMENTS LIMITED,B2BC,Residential/Commercial
2264,VMN C0. LIMITED,B2BC,Contractor
2265,CONNECT BUSINESS SERVICES LIMITED,B2BC,Financial Services
2266,Pampa Capital Group Inc.,B2BC,Financial Services
2267,PAVEL ENTERPRISES LTD.,B2BC,Contractor
2268,Glenavon Foundation,PUB,Community Association
2269,Judmar Finance S.A.,B2BC,Financial Services
2270,Treviso International Foundation,PUB,Community Association
2271,MV LAURA C LIMITED,B2BC,Residential/Commercial
2272,MV MURIEL LIMITED,B2BC,Residential/Commercial
2273,MV HELEN LIMITED,B2BC,Residential/Commercial
2274,"Por Ti, Familia Holdings Inc.",B2BC,Residential/Commercial
2275,"Kinsale Capital Group, Ltd.",B2BC,Financial Services
2276,BIRPATT TRADING INC.,B2B,Wholesale  Dealer
2277,GLOBEN GROUP LTD.,B2BC,Contractor
2278,TECNICENTRO EL PAISA V.O.F.,B2BC,Entertainment Services
2279,GBVA LIMITED,B2BC,Contractor
2280,QUIMBAYA INTERNATIONAL HOLDING S.A.,B2B,Wholesale  Dealer
2281,FORLAREN CORP.,B2BC,Contractor
2282,A.R.F DE AMERICA SOCIEDAD ANONIMA,PUB,Community Association
2283,VISIT LATIN AMERICA CORPORATION,B2BC,Travel Agent
2284,KNOWLEDGE INTEGRATION SERVICES FOUNDATION,PUB,Community Association
2285,Jade Re Ltd.,B2BC,Dealer
2286,ARAWAK CONCRETE SOLUTIONS LIMITED,B2BC,Contractor
2287,TTLI TRADING LIMITED,B2B,Wholesale  Dealer
2288,WILLARHURST HOLDINGS INC.,B2BC,Residential/Commercial
2289,Ketos Investments Ltd.,B2BC,Residential/Commercial
2290,CROSSYARD INTERNATIONAL S.A.,B2B,Wholesale  Dealer
2291,International Entertainment Enterprise Inc.,B2BC,Entertainment Services
2292,NESCAR SHIPPING LTD.,B2BC,Moving/Transfer Service
2293,Morris Lease Asset I Ltd.,B2BC,Financial Services
2294,Orion Reinsurance (Bermuda) Ltd.,B2BC,Financial Services
2295,Orion Holdings (Bermuda) Ltd.,B2BC,Residential/Commercial
2296,ORANJESTAD CARWASH & PARKEERPLAATS,B2BC,Auto
2297,ARUBA RENT A CELL PHONE,B2BC,Dealer
2298,SANDEX TRANSPORT,B2BC,Moving/Transfer Service
2299,GRAHAM EXPORT LIMITED,B2B,Wholesale  Dealer
2300,TELFOUR CORPORATION,B2BC,Electrical Contractor
2301,RGF PANAMA INC.,B2B,Wholesale  Dealer
2302,BURNSWICK HOLDINGS CORPORATION,B2BC,Residential/Commercial
2303,Speedfast Services Capital Limited,B2BC,Financial Services
2304,GALAXY NIGHT WORLDWIDE INC.,B2BC,Entertainment Services
2305,LINSTON PERFECT INVESTMENT LTD.,B2BC,Residential/Commercial
2306,CORAL TRADING GLOBAL INC.,B2B,Wholesale  Dealer
2307,CLOVER PALAIS MANAGEMENT LTD.,B2BC,Residential/Commercial
2308,GREENEAGLES ENTERPRISES INC.,B2B,Wholesale  Dealer
2309,PENGROVE FOUNDATION,PUB,Community Association
2310,CLAREVILLE CONSULTING INC.,B2BC,Computer Services
2311,DANE TRADING INC.,B2B,Wholesale  Dealer
2312,ELFERS UNITED INC.,B2BC,Dealer
2313,CRAWLEY PORTFOLIO INC.,B2BC,Dealer
2314,PCA INTERNATIONAL LTD,B2B,Wholesale  Dealer
2315,ALCOVER INVESTMENTS INC.,B2BC,Residential/Commercial
2316,LAS CALE,B2BC,Residential/Commercial
2317,SAYAN CARIBBEAN TRADING N.V. - AUTOPARTS SOLUTIONS,B2BC,Auto
2318,BRENNAN ASSETS INC.,B2BC,Financial Services
2319,OPEN CONCORDS INVESTMENTS LTD.,B2BC,Residential/Commercial
2320,OCEANIC BLUE CORP.,B2B,Wholesale  Dealer
2321,HEANEY INVESTMENTS LLC,B2BC,Residential/Commercial
2322,HUNTER FOODS GROUP LTD.,B2BC,Food
2323,VM BEAUTY SALON,B2C,Health and Beauty
